"Product","Blackbox flight data recorder by Nicholas Sherlock"
6640,36746629,-1,3,2,102,-15,0,3,-3,0,0,0,1,1,-1,1273,7,-1,0,137,1610,147,724,9,-3,-2,17,-11,2069,9,-12,0,0,195,248,578,645,524291,0,0,1,1,-0.024163589177046613,0.0036680656590326985,4.396679859483581,104,-15,2,7,-1,0,13.7,-2,2,2,195,248,578,645
6642,36747246,-1,3,2,102,-15,0,3,-3,0,0,0,1,1,-1,1273,7,-1,0,137,1612,165,724,9,-3,-2,17,-11,2069,13,-5,0,0,196,247,578,644,524291,0,0,1,1,-0.024035071295737717,0.0036152295316101276,4.3967009928369585,104,-15,2,7,-1,0,13.7,-2,2,2,196,247,578,644
6644,36747866,-1,3,2,102,-15,0,2,-3,0,0,0,1,1,-1,1273,7,-1,0,137,1612,165,724,9,-3,-1,19,-9,2063,13,5,0,0,197,247,578,643,524291,0,0,1,1,-0.023904745990707854,0.0035609696875903503,4.396711429947931,103,-15,2,7,-1,0,13.7,-2,2,1,197,247,578,643
6646,36748481,-1,3,1,102,-15,0,2,-3,0,0,0,1,1,-1,1273,7,-1,0,137,1612,165,724,9,-3,-1,19,-9,2063,10,8,0,0,198,249,577,642,524291,0,0,1,1,-0.023775424106053746,0.003507066297076556,4.396721788714487,103,-15,1,7,-1,0,13.7,-2,2,1,198,249,577,642
6648,36749099,-2,2,1,102,-15,0,1,-3,0,0,0,1,1,-1,1273,7,-1,0,137,1612,165,724,9,-3,-1,18,-8,2055,7,1,0,0,200,252,574,639,524291,0,0,1,1,-0.023645188059801668,0.00345393647167264,4.396732206731616,101,-16,1,7,-1,0,13.7,-2,2,1,200,252,574,639
6650,36749716,-2,2,1,102,-15,0,0,-2,0,0,0,1,1,-1,1273,7,-1,0,137,1612,165,724,9,-3,0,18,-8,2055,6,-11,0,0,202,254,573,636,524291,0,0,1,1,-0.023515290418328137,0.0034012031383863174,4.39673184543615,100,-15,1,7,-1,0,13.7,-2,2,0,202,254,573,636
6652,36750333,-2,3,1,102,-15,0,-1,-2,0,0,0,1,1,-1,1273,7,-1,0,137,1612,165,724,9,-3,0,18,-8,2055,9,-17,0,0,204,255,573,633,524291,0,0,1,1,-0.023385611190801892,0.0033485584274781325,4.396731486749269,99,-14,1,7,-1,0,13.7,-2,2,0,204,255,573,633
6654,36750951,-2,3,0,102,-15,0,-1,-2,0,0,0,1,1,-1,1273,7,-1,0,137,1612,165,724,9,-3,0,16,-5,2053,12,-11,0,0,205,256,574,631,524291,0,0,1,1,-0.023253582461249138,0.0032975883856337495,4.396731158803199,99,-14,0,7,-1,0,13.7,-2,2,0,205,256,574,631
6656,36751571,-2,3,0,102,-15,0,-1,-1,0,0,0,1,1,-1,1273,7,-1,0,137,1612,165,724,9,-3,0,16,-5,2053,12,3,0,0,204,254,576,630,524291,0,0,1,1,-0.0231214618175985,0.003246599346581833,4.396730831135055,99,-13,0,7,-1,0,13.7,-2,2,0,204,254,576,630
6658,36752186,-2,3,0,102,-15,0,0,-1,0,0,0,1,1,-1,1273,7,-1,0,137,1612,165,724,9,-3,0,17,0,2058,9,11,0,0,204,253,578,629,524291,0,0,1,1,-0.022986172240910634,0.0031951279853491416,4.396730563284963,100,-13,0,7,-1,0,13.7,-2,2,0,204,253,578,629
6660,36752803,-2,3,0,102,-15,0,0,0,0,0,0,1,1,-1,1273,7,-1,0,137,1612,165,724,9,-3,0,17,0,2058,6,6,0,0,204,250,581,629,524291,0,0,1,1,-0.022850796946800735,0.0031436387513609936,4.39673029584954,100,-12,0,7,-1,0,13.7,-2,2,0,204,250,581,629
6662,36753421,-2,3,0,102,-15,0,1,0,0,0,0,1,1,-1,1273,7,-1,0,137,1612,165,724,9,-3,0,14,0,2059,4,-7,0,0,203,248,583,630,524291,0,0,1,1,-0.022715474347765816,0.003094630590959356,4.3967300302724635,101,-12,0,7,-1,0,13.7,-2,2,0,203,248,583,630
6664,36754040,-1,3,0,102,-15,0,2,0,0,0,0,1,1,-1,1273,7,-1,0,137,1612,165,724,8,-3,0,14,0,2059,6,-16,0,0,200,247,584,633,524291,0,0,1,1,-0.022591008462183877,0.0030456526988478444,4.39672976618995,103,-12,0,7,-1,0,13.7,-1,2,0,200,247,584,633
6666,36754656,-1,2,0,102,-15,0,2,-1,0,0,0,1,1,-1,1273,7,-1,0,137,1612,165,724,8,-3,0,9,0,2053,9,-11,0,0,196,248,582,637,524291,0,0,1,1,-0.022467280651047365,0.0030010105922186146,4.3967295069553165,103,-14,0,7,-1,0,13.7,-1,2,0,196,248,582,637
6668,36755273,-1,2,0,102,-15,0,2,-2,0,0,0,1,1,-1,1273,7,-1,0,137,1612,165,724,8,-2,-1,9,0,2053,11,3,0,0,194,250,580,641,524291,0,0,1,1,-0.022343653986592375,0.002966898421926786,4.396740255813486,103,-15,0,7,-1,0,13.7,-1,1,1,194,250,580,641
6670,36755893,-1,1,0,102,-15,0,2,-3,0,0,0,1,1,-1,1273,7,-1,0,137,1612,165,724,8,-2,-1,11,2,2044,12,14,0,0,192,255,575,642,524291,0,0,1,1,-0.022218347448064703,0.002931128060555339,4.39675107385345,103,-17,0,7,-1,0,13.7,-1,1,1,192,255,575,642
6672,36756508,-2,1,0,102,-15,0,1,-4,0,0,0,1,1,-1,1273,7,-1,0,137,1612,165,724,9,-1,-1,11,2,2044,11,10,0,0,193,259,570,643,524291,0,0,1,1,-0.02208323141752786,0.0029063081843305636,4.396762046515062,101,-18,0,7,-1,0,13.7,-2,0,1,193,259,570,643
6674,36757126,-2,1,0,102,-15,0,0,-5,0,0,0,1,1,-1,1273,7,-1,0,137,1612,165,724,9,-1,-1,10,5,2032,9,-4,0,0,193,263,565,642,524291,0,0,1,1,-0.02194563687530382,0.002882322503272235,4.3967730972497145,100,-19,0,7,-1,0,13.7,-2,0,1,193,263,565,642
6676,36757745,-2,1,1,102,-15,1,-1,-5,0,0,0,1,1,-1,1273,7,-1,0,137,1612,165,724,9,-1,-1,10,5,2032,8,-17,0,0,195,265,564,640,524291,0,0,1,1,-0.021808113275831435,0.002858360160230181,4.396784164173504,99,-19,2,7,-1,0,13.7,-2,0,1,195,265,564,640
6678,36758361,-2,1,0,102,-15,1,-1,-4,0,0,0,1,1,-1,1273,7,-1,0,137,1612,165,724,9,-2,0,5,11,2022,9,-18,0,0,200,263,565,636,524291,0,0,1,1,-0.021666536131476948,0.0028280996878461105,4.3967842561693224,99,-18,1,7,-1,0,13.7,-2,1,0,200,263,565,636
6680,36758978,-2,2,0,101,-15,1,-2,-1,0,0,0,1,1,-1,1273,7,-1,0,137,1612,165,724,9,-2,0,5,11,2022,9,-6,0,0,206,259,570,629,524291,0,0,1,1,-0.021525035200002103,0.002797854104371619,4.396784348509851,97,-14,1,7,-1,0,13.7,-2,1,0,206,259,570,629
6682,36759598,-2,2,0,101,-15,1,-2,1,0,0,0,1,1,-1,1273,7,-1,0,137,1612,165,724,9,-3,0,8,16,2022,9,8,0,0,212,253,576,623,524291,0,0,1,1,-0.02137921498729301,0.0027543040449324657,4.396784259432151,97,-12,1,7,-1,0,13.7,-2,2,0,212,253,576,623
6684,36760213,-2,3,0,101,-15,1,-1,3,0,0,0,1,1,-1,1273,7,-1,0,137,1612,165,724,9,-3,0,8,16,2022,8,11,0,0,215,248,582,619,524291,0,0,1,1,-0.021234418895707666,0.0027110868833362905,4.396784179195138,98,-9,1,7,-1,0,13.7,-2,2,0,215,248,582,619
6686,36760830,-2,3,0,101,-15,0,-1,4,0,0,0,1,1,-1,1273,7,0,0,137,1612,165,724,9,-3,0,10,20,2028,7,-1,0,0,216,243,587,617,524291,0,0,1,1,-0.02108617921154727,0.002666190525942072,4.396784142360805,98,-8,0,7,0,0,13.7,-2,3,0,216,243,587,617
6688,36761449,-2,4,0,101,-15,0,0,5,0,0,0,1,1,-1,1273,7,0,0,137,1612,165,724,9,-4,0,10,20,2028,6,-15,0,0,216,238,592,617,524291,0,0,1,1,-0.020937870218225164,0.002610480381426545,4.396783880503839,99,-6,0,7,0,0,13.7,-2,4,0,216,238,592,617
6690,36762065,-2,4,0,101,-15,0,1,5,0,0,0,1,1,-1,1273,6,0,0,137,1612,165,724,8,-4,0,4,19,2029,7,-19,0,0,216,235,595,617,524291,0,0,1,1,-0.020801809482965273,0.0025599676925993505,4.3967836181540205,100,-6,0,6,0,0,13.7,-2,4,0,216,235,595,617
6692,36762683,-2,4,0,101,-15,0,2,5,0,0,0,1,1,-1,1273,6,0,0,137,1612,165,723,8,-4,0,4,19,2029,9,-7,0,0,214,235,596,619,524291,0,0,1,1,-0.020665694915152345,0.0025093990814423627,4.396783358066472,101,-6,0,6,0,0,13.7,-2,4,0,214,235,596,619
6694,36763299,-2,4,0,101,-15,0,2,4,0,0,0,1,1,-1,1273,6,0,0,137,1612,165,723,8,-4,0,3,13,2024,10,10,0,0,211,238,592,623,524291,0,0,1,1,-0.020535065693799946,0.002459879611856031,4.396783042423807,101,-7,0,6,0,0,13.7,-2,4,0,211,238,592,623
6696,36763919,-2,3,0,101,-15,0,2,1,0,0,0,1,1,-1,1273,6,0,0,137,1612,165,723,8,-3,-1,3,13,2024,11,15,0,0,206,243,586,628,524291,0,0,1,1,-0.02040412094950876,0.002420743018390562,4.39679376547347,101,-11,0,6,0,0,13.7,-2,3,1,206,243,586,628
6698,36764535,-2,3,0,101,-15,1,1,-1,0,0,0,1,1,-1,1273,6,0,0,137,1612,165,723,9,-3,-1,2,10,2019,11,5,0,0,203,250,580,632,524291,0,0,1,1,-0.020265747214033437,0.0023827089567018036,4.396804393577673,100,-13,1,6,0,0,13.7,-3,3,1,203,250,580,632
6700,36765152,-2,2,0,101,-15,1,0,-2,0,0,0,1,1,-1,1273,6,0,0,137,1612,165,723,9,-2,-1,2,10,2019,9,-11,0,0,203,256,574,634,524291,0,0,1,1,-0.020127444326758566,0.0023554350021836785,4.3968152577297275,99,-15,1,6,0,0,13.7,-3,2,1,203,256,574,634
6702,36765772,-3,2,0,101,-15,1,-1,-3,0,0,0,1,1,-1,1274,6,0,0,137,1612,165,723,9,-2,-1,-7,11,2013,7,-20,0,0,204,259,571,634,524291,0,0,1,1,-0.01998817966581286,0.0023354617054070206,4.396826182404374,97,-16,1,6,0,0,13.7,-3,2,1,204,259,571,634
6704,36766388,-2,2,1,101,-15,1,-1,-3,0,0,0,1,1,-1,1274,6,0,0,137,1612,165,723,9,-2,-1,-7,11,2013,6,-13,0,0,205,259,571,633,524291,0,0,1,1,-0.01984976990263916,0.0023156634468398355,4.396837041070108,98,-16,2,6,0,0,13.7,-3,2,1,205,259,571,633
6706,36767006,-2,2,1,101,-15,1,-1,-2,0,0,0,1,1,-1,1274,6,0,0,137,1612,165,723,9,-2,-1,-10,14,2011,7,1,0,0,206,256,573,633,524291,0,0,1,1,-0.01970885598866287,0.0022982822728631973,4.396847965467241,98,-15,2,6,0,0,13.7,-3,2,1,206,256,573,633
6708,36767622,-2,3,1,101,-15,1,0,-1,0,0,0,1,1,-1,1274,6,0,0,137,1612,140,723,8,-3,-1,-10,14,2011,9,10,0,0,208,251,578,632,524291,0,0,1,1,-0.019579218795502663,0.0022702699157419234,4.3968586468824,99,-13,2,6,0,0,13.7,-2,3,1,208,251,578,632
6710,36768240,-2,3,1,101,-15,1,1,1,0,0,0,1,1,-1,1274,6,0,0,137,1612,140,723,8,-3,-1,-10,18,2018,10,6,0,0,209,244,584,630,524291,0,0,1,1,-0.01944613760832723,0.0022421870640905823,4.39686940786372,100,-11,2,6,0,0,13.7,-2,3,1,209,244,584,630
6712,36768857,-1,4,1,101,-15,1,2,2,0,0,0,1,1,-1,1274,6,0,0,137,1612,140,723,8,-4,-1,-10,18,2018,8,-7,0,0,211,238,590,629,524291,0,0,1,1,-0.019313413378834243,0.0022034555550187974,4.3968799474523275,102,-9,2,6,0,0,13.7,-2,4,1,211,238,590,629
6714,36769478,-1,4,1,101,-15,1,3,3,0,0,0,1,1,-1,1274,6,0,0,137,1612,140,723,8,-4,-1,-16,20,2026,6,-17,0,0,211,235,594,629,524291,0,0,1,1,-0.019178591015428754,0.0021693946254444114,4.39689057941145,103,-8,2,6,0,0,13.7,-2,4,1,211,235,594,629
6716,36770092,-1,4,1,101,-15,1,3,3,0,0,0,1,1,-1,1274,6,0,0,137,1612,140,723,7,-4,-1,-16,20,2026,4,-13,0,0,210,233,595,630,524291,0,0,1,1,-0.01905566494673002,0.0021358814649939002,4.396901103327823,103,-8,2,6,0,0,13.7,-1,4,1,210,233,595,630
6718,36770709,-1,4,1,101,-15,1,3,2,0,0,0,1,1,-1,1274,6,0,0,137,1612,140,723,7,-4,-1,-20,17,2023,5,1,0,0,208,235,594,632,524291,0,0,1,1,-0.01893507134416836,0.0021054864727558273,4.3969116475272205,103,-9,2,6,0,0,13.7,-1,4,1,208,235,594,632
6720,36771326,-1,3,1,101,-14,1,3,1,0,0,0,1,1,-1,1274,6,0,0,137,1612,140,723,7,-3,0,-20,17,2023,8,11,0,0,205,238,591,634,524291,0,0,1,1,-0.018814654298901334,0.002086094756225422,4.396911632079224,103,-10,2,6,0,0,13.7,-1,3,0,205,238,591,634
6722,36771947,-1,3,1,101,-14,1,3,0,0,0,0,1,1,-1,1274,6,0,0,137,1612,140,723,7,-3,0,-18,15,2015,11,9,0,0,202,243,586,636,524291,0,0,1,1,-0.01869570280574149,0.0020649062501151075,4.396911592238271,103,-11,2,6,0,0,13.7,-1,3,0,202,243,586,636
6724,36772561,-1,2,0,101,-14,1,2,-2,0,0,0,1,1,-1,1274,6,0,0,137,1612,140,723,7,-2,0,-18,15,2015,12,-2,0,0,200,248,582,638,524291,0,0,1,1,-0.018577800426237037,0.002054815422570831,4.396911760957056,102,-14,1,6,0,0,13.7,-1,2,0,200,248,582,638
6726,36773179,-1,2,0,101,-14,1,1,-3,0,0,0,1,1,-1,1274,6,0,0,137,1612,140,723,7,-2,0,-21,14,2007,8,-13,0,0,199,252,578,638,524291,0,0,1,1,-0.0184605404466769,0.002047065316125068,4.396911915573309,101,-15,1,6,0,0,13.7,-1,2,0,199,252,578,638
6728,36773799,-1,2,0,101,-14,1,1,-3,0,0,0,1,1,-1,1274,6,0,0,137,1612,140,723,8,-2,0,-21,14,2007,5,-14,0,0,200,255,576,637,524291,0,0,1,1,-0.018332424306704058,0.0020392585099958172,4.396912069799278,101,-15,1,6,0,0,13.7,-2,2,0,200,255,576,637
6730,36774414,-2,3,0,101,-14,1,0,-2,0,0,0,1,1,-1,1274,6,0,0,137,1612,140,723,8,-3,0,-23,11,1994,4,-6,0,0,204,254,577,633,524291,0,0,1,1,-0.018207856715918527,0.002022579405776175,4.39691199751938,99,-13,1,6,0,0,13.7,-2,3,0,204,254,577,633
6732,36775031,-1,3,0,101,-14,1,0,-1,0,0,0,1,1,-1,1274,6,0,0,137,1612,140,723,7,-3,0,-23,11,1994,6,2,0,0,208,250,581,629,524291,0,0,1,1,-0.018093962924372597,0.0020058234056627646,4.396911925803108,100,-12,1,6,0,0,13.7,-1,3,0,208,250,581,629
6734,36775651,-1,3,0,101,-14,1,0,1,0,0,0,1,1,-1,1274,6,0,0,137,1612,140,723,7,-3,0,-21,8,1989,9,5,0,0,211,245,586,626,524291,0,0,1,1,-0.01798241068043838,0.001987312838693651,4.396911819959777,100,-10,1,6,0,0,13.7,-1,3,0,211,245,586,626
6736,36776266,-1,4,0,101,-14,1,1,2,0,0,0,1,1,-1,1274,6,0,0,137,1612,140,723,7,-4,-1,-21,8,1989,10,0,0,0,214,241,589,624,524291,0,0,1,1,-0.01787166856805597,0.001958187639308139,4.396922261423987,101,-8,1,6,0,0,13.7,-1,4,1,214,241,589,624
6738,36776884,-1,4,0,101,-14,1,1,3,0,0,0,1,1,-1,1274,6,0,0,137,1612,140,723,7,-4,-1,-27,10,1995,8,-8,0,0,215,239,590,623,524291,0,0,1,1,-0.01775901833948185,0.0019337930686823422,4.396932778636184,101,-7,1,6,0,0,13.7,-1,4,1,215,239,590,623
6740,36777504,-1,4,0,101,-14,1,1,2,0,0,0,1,1,-1,1274,6,0,0,137,1612,140,723,7,-4,-1,-27,10,1995,4,-10,0,0,213,239,590,625,524291,0,0,1,1,-0.01764630623887457,0.0019093000282473962,4.3969433323233735,101,-8,1,6,0,0,13.7,-1,4,1,213,239,590,625
6742,36778121,-1,3,1,101,-14,1,1,1,0,0,0,1,1,-1,1274,6,0,0,137,1612,140,723,7,-3,-1,-34,7,1995,2,-4,0,0,209,241,588,630,524291,0,0,1,1,-0.01753659290224244,0.0019015263497587748,4.396953997036079,101,-10,2,6,0,0,13.7,-1,3,1,209,241,588,630
6744,36778736,-1,3,1,101,-14,1,1,-1,0,0,0,1,1,-1,1274,6,0,0,137,1612,140,723,7,-3,-1,-34,7,1995,6,4,0,0,205,246,583,635,524291,0,0,1,1,-0.01742730096660682,0.0018938724399344404,4.396964630944114,101,-12,2,6,0,0,13.7,-1,3,1,205,246,583,635
6746,36779353,-1,2,1,101,-14,1,1,-3,0,0,0,1,1,-1,1274,6,0,0,137,1612,140,723,7,-2,-1,-34,7,1995,10,7,0,0,200,252,576,640,524291,0,0,1,1,-0.017317942449802812,0.0018968773358881185,4.396975486668011,101,-15,2,6,0,0,13.7,-1,2,1,200,252,576,640
6748,36779974,-1,1,1,101,-14,1,1,-5,0,0,0,1,1,-1,1274,6,0,0,137,1612,140,723,7,-1,-1,-35,2,1990,14,3,0,0,196,258,570,643,524291,0,0,1,1,-0.0172124283401756,0.001911382618061528,4.39698654048539,101,-18,2,6,0,0,13.7,-1,1,1,196,258,570,643
6750,36780589,-1,1,1,101,-14,1,0,-6,0,0,0,1,1,-1,1274,6,0,0,137,1612,140,723,7,-1,-1,-35,2,1990,13,-5,0,0,197,261,567,642,524291,0,0,1,1,-0.017107816426727564,0.0019259727315575571,4.396997490572349,100,-19,2,6,0,0,13.7,-1,1,1,197,261,567,642
6752,36781206,-2,1,1,101,-14,1,-1,-5,0,0,0,1,1,-1,1274,6,0,0,137,1612,140,723,8,-2,0,-35,0,1988,8,-10,0,0,202,263,566,637,524291,0,0,1,1,-0.01699401924939669,0.0019299423508891416,4.3969975012220495,98,-18,2,6,0,0,13.7,-2,2,0,202,263,566,637
6754,36781826,-2,2,0,101,-14,1,-3,-3,0,0,0,1,1,-1,1274,6,0,0,137,1612,140,723,8,-2,0,-35,0,1988,4,-9,0,0,209,262,567,630,524291,0,0,1,1,-0.01687998759535728,0.0019338019548429805,4.396997510640431,96,-15,1,6,0,0,13.7,-2,2,0,209,262,567,630
6756,36782441,-3,2,0,101,-14,1,-3,-1,0,0,0,1,1,-1,1274,6,0,0,137,1612,140,723,9,-2,0,-35,-4,1983,5,-4,0,0,216,260,569,623,524291,0,0,1,1,-0.016759457214245946,0.0019378382855028684,4.396997477875963,95,-13,1,6,0,0,13.7,-3,2,0,216,260,569,623
6758,36783059,-3,3,0,101,-14,1,-4,1,0,0,0,1,1,-1,1274,6,0,0,137,1612,140,723,9,-3,0,-35,-4,1983,10,-1,0,0,222,257,573,616,524291,0,0,1,1,-0.016638650260446947,0.001930997441960464,4.39699726434942,94,-10,1,6,0,0,13.7,-3,3,0,222,257,573,616
6760,36783678,-3,4,0,101,-14,1,-4,3,0,0,0,1,1,-1,1274,6,0,0,137,1612,140,723,9,-4,0,-33,-6,1980,13,0,0,0,228,252,578,610,524291,0,0,1,1,-0.016519555528082718,0.001911702103352479,4.3969968504657055,94,-7,1,6,0,0,13.7,-3,4,0,228,252,578,610
6762,36784294,-3,4,0,101,-14,1,-3,5,0,0,0,1,1,-1,1274,6,0,0,137,1612,140,723,9,-4,0,-33,-6,1980,11,-1,0,0,229,246,584,608,524291,0,0,1,1,-0.016401122991739656,0.0018926480669662707,4.396996443452705,95,-5,1,6,0,0,13.7,-3,4,0,229,246,584,608
6764,36784911,-2,4,0,101,-14,1,-2,5,0,0,0,1,1,-1,1274,6,0,0,137,1612,140,723,8,-4,0,-34,-3,1990,5,-2,0,0,226,242,588,611,524291,0,0,1,1,-0.016290890923223795,0.0018743582154018997,4.396996074252257,97,-5,1,6,0,0,13.7,-2,4,0,226,242,588,611
6766,36785528,-2,3,0,101,-14,1,0,3,0,0,0,1,1,-1,1274,6,0,0,137,1612,140,723,8,-3,0,-34,-3,1990,1,-3,0,0,219,242,588,618,524291,0,0,1,1,-0.016180837553535686,0.001866848716752206,4.3969958825992705,99,-8,1,6,0,0,13.7,-2,3,0,219,242,588,618
6768,36786145,-2,3,0,101,-14,1,1,1,0,0,0,1,1,-1,1274,6,0,0,137,1612,140,723,8,-3,0,-40,-5,1999,3,-3,0,0,210,245,585,627,524291,0,0,1,1,-0.01607247849328637,0.0018642424772960095,4.396995671751032,100,-10,1,6,0,0,13.7,-2,3,0,210,245,585,627
6770,36786763,-2,2,0,101,-14,1,2,-2,0,0,0,1,1,-1,1274,6,0,0,137,1612,140,723,7,-2,-1,-40,-5,1999,8,-1,0,0,202,250,580,636,524291,0,0,1,1,-0.01597494506840378,0.0018721839477259543,4.397006418807492,101,-14,1,6,0,0,13.7,-1,2,1,202,250,580,636
6772,36787380,-2,1,0,101,-14,1,3,-4,0,0,0,1,1,-1,1274,5,0,0,137,1604,147,723,7,-1,-1,-42,-10,1999,11,1,0,0,195,253,577,643,524291,0,0,1,1,-0.015881779117852192,0.001892533807840137,4.397017263387104,102,-17,1,5,0,0,13.7,-2,1,1,195,253,577,643
6774,36788001,-1,1,0,101,-14,1,3,-5,0,0,0,1,1,-1,1274,5,0,0,137,1604,147,723,7,-1,-1,-42,-10,1999,11,2,0,0,191,254,575,647,524291,0,0,1,1,-0.015788277307687663,0.0019127815512804606,4.397028175767061,103,-18,1,5,0,0,13.7,-2,1,1,191,254,575,647
6776,36788615,-1,1,0,101,-14,1,3,-5,0,0,0,1,1,-1,1274,5,0,0,137,1604,147,723,7,-1,-1,-42,-10,2002,8,1,0,0,192,255,574,648,524291,0,0,1,1,-0.015695743061255766,0.0019331172640977984,4.3970389675576875,103,-18,1,5,0,0,13.7,-2,1,1,192,255,574,648
6778,36789233,-2,1,0,101,-14,1,3,-4,0,0,0,1,1,-1,1275,5,0,0,138,1604,147,723,7,-1,0,-42,-10,2002,4,-3,0,0,196,256,576,645,524291,0,0,1,1,-0.015602851516980955,0.00195351895107058,4.397039042305331,102,-17,1,5,0,0,13.8,-2,1,0,196,256,576,645
6780,36789852,-2,2,0,101,-14,1,2,-3,0,0,0,1,1,-1,1275,5,0,0,138,1604,147,723,7,-2,0,-38,-9,1996,3,-7,0,0,201,254,579,641,524291,0,0,1,1,-0.015509247915922819,0.0019598258613517136,4.397038958638921,101,-15,1,5,0,0,13.8,-2,2,0,201,254,579,641
6782,36790468,-2,2,0,101,-14,1,1,-1,0,0,0,1,1,-1,1276,5,0,0,138,1604,147,723,7,-2,0,-38,-9,1996,7,-8,0,0,207,252,582,636,524291,0,0,1,1,-0.015416162387205275,0.0019662278832762903,4.397038876865865,100,-13,1,5,0,0,13.8,-2,2,0,207,252,582,636
6784,36791085,-2,2,0,101,-14,1,1,0,0,0,0,1,1,-1,1276,5,0,0,138,1604,147,723,7,-2,0,-34,-2,1999,12,-5,0,0,211,251,584,631,524291,0,0,1,1,-0.015317346681600329,0.0019693107642455537,4.39703887563351,100,-12,1,5,0,0,13.8,-2,2,0,211,251,584,631
6786,36791703,-2,2,0,101,-14,1,0,1,0,0,0,1,1,-1,1276,5,0,0,138,1604,147,723,7,-2,1,-34,-2,1999,12,1,0,0,215,251,585,626,524291,0,0,1,1,-0.015218548807896191,0.0019725185838226846,4.397028089331405,99,-11,1,5,0,0,13.8,-2,2,-1,215,251,585,626
6788,36792320,-2,2,0,101,-14,1,-1,2,0,0,0,1,1,-1,1276,5,0,0,138,1604,147,723,8,-2,1,-33,0,2005,9,5,0,0,218,252,585,622,524291,0,0,1,1,-0.015107573537769791,0.001974928057210453,4.397017345391669,98,-10,1,5,0,0,13.8,-3,2,-1,218,252,585,622
6790,36792937,-2,2,-1,101,-14,1,-1,2,0,0,0,1,1,-1,1276,5,0,0,138,1604,147,723,8,-2,1,-33,0,2005,3,3,0,0,217,253,585,622,524291,0,0,1,1,-0.014996779525175308,0.0019773329372717767,4.397006601793681,98,-10,0,5,0,0,13.8,-3,2,-1,217,253,585,622
6792,36793556,-2,2,-1,101,-14,1,-1,1,0,0,0,1,1,-1,1276,5,0,0,138,1604,147,723,7,-2,1,-37,-2,2004,0,-4,0,0,214,254,584,625,524291,0,0,1,1,-0.014898320698920001,0.00198293614160566,4.396995799370915,98,-11,0,5,0,0,13.8,-2,2,-1,214,254,584,625
6794,36794173,-2,2,-1,101,-14,1,0,0,0,0,0,1,1,-1,1276,5,0,0,138,1604,147,723,7,-2,1,-37,-2,2004,4,-9,0,0,209,254,584,629,524291,0,0,1,1,-0.014800266558314363,0.00198859893539675,4.396985033207289,99,-12,0,5,0,0,13.8,-2,2,-1,209,254,584,629
6796,36794789,-1,2,-1,101,-14,1,1,-1,0,0,0,1,1,-1,1276,5,0,0,138,1604,147,723,7,-2,1,-39,-3,2004,9,-6,0,0,205,254,584,633,524291,0,0,1,1,-0.014703311996424877,0.0019959218964530306,4.396974273749093,101,-13,0,5,0,0,13.8,-2,2,-1,205,254,584,633
6798,36795408,-2,2,-1,101,-14,1,1,-1,0,0,0,1,1,-1,1276,5,0,0,138,1604,147,723,7,-2,0,-39,-3,2004,13,2,0,0,205,256,583,634,524291,0,0,1,1,-0.01460617093211965,0.002002970968905419,4.396974263149697,100,-13,0,5,0,0,13.8,-2,2,0,205,256,583,634
6800,36796026,-2,1,-1,101,-14,1,1,-1,0,0,0,1,1,-1,1276,5,0,0,138,1604,147,723,7,-2,0,-40,-4,2004,12,8,0,0,205,256,581,634,524291,0,0,1,1,-0.014510128061752633,0.0020108616867571833,4.396974241757128,100,-14,0,5,0,0,13.8,-2,2,0,205,256,581,634
6802,36796642,-2,2,0,101,-14,1,1,-1,0,0,0,1,1,-1,1276,5,0,0,138,1604,147,723,7,-2,0,-40,-4,2004,7,5,0,0,206,255,581,634,524291,0,0,1,1,-0.014414485992138758,0.002018809878400798,4.396974221654287,100,-13,1,5,0,0,13.8,-2,2,0,206,255,581,634
6804,36797259,-2,2,0,101,-14,1,0,-1,0,0,0,1,1,-1,1276,5,0,0,138,1604,147,723,7,-2,0,-44,-7,2000,5,-5,0,0,208,256,580,632,524291,0,0,1,1,-0.014321377922843093,0.0020299883693902995,4.396974165721997,99,-13,1,5,0,0,13.8,-2,2,0,208,256,580,632
6806,36797879,-2,2,0,101,-14,1,-1,-1,0,0,0,1,1,-1,1276,5,0,0,138,1604,147,723,8,-2,0,-44,-7,2000,7,-13,0,0,213,258,577,627,524291,0,0,1,1,-0.014217252353364641,0.002041044935380792,4.396974108501819,98,-13,1,5,0,0,13.8,-3,2,0,213,258,577,627
6808,36798495,-3,2,0,101,-14,1,-3,0,0,0,0,1,1,-1,1276,5,0,0,138,1604,147,723,8,-2,0,-45,-6,2003,10,-13,0,0,220,261,574,622,524291,0,0,1,1,-0.014113001859341123,0.002053036454693236,4.396974065649328,95,-12,1,5,0,0,13.8,-3,2,0,220,261,574,622
6810,36799112,-3,2,0,100,-14,1,-4,1,0,0,0,1,1,-1,1276,5,0,0,138,1604,147,723,9,-2,0,-45,-6,2003,12,-3,0,0,224,261,573,617,524291,0,0,1,1,-0.013998031208979652,0.002064974314728296,4.396974022483203,93,-11,1,5,0,0,13.8,-4,2,0,224,261,573,617
6812,36799730,-4,2,0,100,-14,1,-4,1,0,0,0,1,1,-1,1276,5,0,0,138,1604,147,723,9,-2,0,-42,-6,2013,10,7,0,0,226,260,575,616,524291,0,0,1,1,-0.013882978056952973,0.0020743882017310337,4.396973980611825,92,-11,1,5,0,0,13.8,-4,2,0,226,260,575,616
